age,employee_turnover,business_travel_frequency,daily_rate,distance_from_home_km,education_level,education_field,remove_column,employee_id,environmental_satisfaction_level,gender,hourly_rate,job_involvement_level,job_level,job_role,job_satisfaction_level,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,overtime_hours,percent_salary_hike,performance_rating,relationship_satisfaction_level,standard_work_hours,stock_option_level,total_years_worked,training_sessions_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_current_manager,same_as_monthly_income,birth_year,annual_salary,remote_work
24,no,nan,556.26,11.0,2,nan,1,804,1.0,female,69.53,4,2,manufacturing director,3,nan,,11681.39,0,,no,18,3.0,4,part time,1,5.0,5,2.0,4,1,3,,1999,53914.11,yes
34,yes,nan,305.4,6.0,1,nan,1,805,2.0,male,38.17,3,1,research scientist,1,single,,6413.33,2,,no,11,3.0,3,full time,0,,2,3.0,4,1,3,,1989,29600.0,yes
32,yes,travel_frequently,290.04,16.0,1,nan,1,806,2.0,female,,1,1,research scientist,1,nan,,6090.75,1,,,22,,2,part time,0,,5,3.0,10,6,7,,1991,28111.13,no
46,no,travel_rarely,1954.85,2.0,4,marketing,1,807,2.0,female,244.36,3,5,manager,1,single,15789.17,41051.83,3,,,12,3.0,4,full time,0,22.0,2,2.0,2,2,1,15789.17,1977,189470.0,no
44,no,nan,667.02,10.0,4,other,1,808,4.0,male,83.38,3,2,healthcare representative,4,married,,14007.5,2,,,13,3.0,4,full time,0,,5,4.0,4,1,3,,1979,64650.0,no
50,yes,travel_rarely,276.82,3.0,2,nan,1,809,1.0,male,,2,1,sales representative,3,married,,5813.17,1,,,14,3.0,3,part time,0,3.0,2,3.0,3,0,2,,1973,26830.0,yes
35,no,nan,207.79,2.0,3,marketing,1,810,4.0,female,25.97,3,1,sales representative,4,married,1678.33,4363.67,1,,no,13,3.0,1,part time,0,2.0,3,3.0,2,2,2,1678.33,1988,20140.0,yes
28,yes,nan,355.02,5.0,4,nan,1,811,3.0,male,,3,1,laboratory technician,3,single,,7455.5,1,,yes,13,,3,nan,0,2.0,3,2.0,2,2,2,,1995,34410.0,yes
26,no,nan,556.26,,3,nan,1,812,,female,,2,2,sales executive,4,marreid,4492.84,11681.39,7,,yes,19,3.0,3,part time,1,5.0,2,2.0,2,0,0,4492.84,1997,53914.11,no
35,no,travel_rarely,290.04,,4,nan,1,813,3.0,female,36.25,3,1,laboratory technician,1,nan,,6090.75,3,,yes,15,,3,part time,1,4.0,3,3.0,2,2,2,,1988,28111.13,no
35,no,nan,290.04,,3,medical,1,814,2.0,male,,3,1,research scientist,1,married,2342.59,6090.75,4,,no,13,3.0,4,nan,1,5.0,2,2.0,3,1,2,2342.59,1988,,yes
37,no,travel_rarely,1409.78,,4,medical,1,815,1.0,male,,3,3,research director,3,nan,11386.67,29605.33,4,,,13,,1,full time,0,,3,4.0,5,0,2,11386.67,1986,136640.0,yes
46,no,travel_rarely,518.04,,2,medical,1,816,,male,,3,2,human resources,2,divorced,4184.17,10878.83,8,,yes,22,4.0,4,part time,1,,2,3.0,4,0,2,4184.17,1977,50210.0,yes
34,no,travel_rarely,556.26,1.0,2,medical,1,817,1.0,male,69.53,3,2,manufacturing director,2,married,4492.84,11681.39,1,,no,15,3.0,3,part time,0,,2,3.0,5,1,3,4492.84,1989,53914.11,yes
51,no,travel_rarely,290.04,9.0,4,nan,1,818,4.0,male,,3,1,laboratory technician,4,nan,,6090.75,3,,,23,4.0,2,part time,2,10.0,4,3.0,4,0,3,,1972,28111.13,yes
24,no,travel_rarely,556.26,3.0,2,other,1,819,1.0,female,,3,2,sales executive,3,married,4492.84,11681.39,0,,no,21,4.0,1,part time,1,4.0,2,2.0,3,0,2,4492.84,1999,53914.11,yes
44,no,nan,556.26,23.0,3,nan,1,820,2.0,male,69.53,3,2,laboratory technician,2,married,4492.84,11681.39,4,,,12,3.0,3,part time,1,,3,4.0,3,1,2,4492.84,1979,53914.11,yes
37,yes,travel_rarely,290.04,6.0,4,human resources,1,821,3.0,male,,3,1,human resources,1,divorced,2342.59,6090.75,4,,,22,4.0,4,nan,0,,3,3.0,3,0,2,2342.59,1986,28111.13,yes
59,no,non-travel,1944.22,2.0,4,human resources,1,822,3.0,female,243.03,2,5,manager,4,nan,,40828.67,9,,no,21,4.0,4,full time,1,,3,3.0,3,2,2,,1964,188440.0,no
25,no,nan,290.04,7.0,1,nan,1,823,4.0,male,,2,1,research scientist,4,married,2342.59,6090.75,1,,no,11,3.0,3,part time,2,,2,,2,2,1,2342.59,1998,28111.13,yes
43,no,nan,488.94,,3,medical,1,824,2.0,female,,4,1,research scientist,3,single,3949.17,10267.83,4,,,12,3.0,4,nan,0,,2,3.0,3,1,2,3949.17,1980,,yes
50,no,travel_frequently,1032.49,12.0,3,nan,1,825,3.0,female,,3,3,sales executive,4,single,8339.32,21682.23,4,,no,11,3.0,4,part time,0,16.0,3,,2,2,1,8339.32,1973,100071.84,no
31,yes,travel_rarely,556.26,20.0,3,nan,1,826,2.0,female,,1,2,sales executive,3,nan,4492.84,11681.39,3,,yes,11,3.0,3,part time,1,4.0,2,3.0,2,2,2,4492.84,1992,53914.11,yes
36,no,nan,556.26,6.0,2,medical,1,827,2.0,male,,3,2,manufacturing director,2,divorced,,11681.39,6,,no,20,4.0,4,part time,2,7.0,0,3.0,3,0,1,,1987,53914.11,no
51,yes,travel_frequently,1098.81,,4,nan,1,828,1.0,male,,1,3,manufacturing director,4,nan,,23075.0,2,,,15,3.0,4,full time,0,18.0,2,3.0,4,0,3,,1972,106500.0,no
25,no,nan,556.26,28.0,3,life sciences,1,829,1.0,male,,2,2,sales executive,3,nan,,11681.39,2,,,18,3.0,4,part time,0,,3,3.0,2,2,2,,1998,53914.11,no
38,no,travel_rarely,445.4,3.0,5,technical degree,1,830,4.0,female,,3,2,research scientist,3,nan,3597.5,9353.5,3,,yes,20,4.0,2,nan,0,19.0,2,,3,2,2,3597.5,1985,43170.0,no
30,no,travel_rarely,290.04,5.0,3,technical degree,1,831,4.0,female,,3,1,research scientist,1,divorced,2342.59,6090.75,5,,no,14,,4,part time,1,8.0,3,3.0,3,2,2,2342.59,1993,28111.13,yes
22,no,nan,290.04,,1,medical,1,832,,male,,3,1,research scientist,4,marreid,2342.59,6090.75,1,,no,24,4.0,1,nan,2,2.0,6,3.0,2,2,2,2342.59,2001,,yes
27,no,non-travel,208.83,9.0,3,medical,1,833,4.0,male,26.1,3,1,research scientist,2,nan,1686.67,4385.33,6,,,18,3.0,4,part time,1,,1,1.0,2,2,2,1686.67,1996,20240.0,yes
28,no,nan,290.04,21.0,3,medical,1,834,3.0,male,,3,1,research scientist,4,married,2342.59,6090.75,1,,no,11,3.0,3,part time,1,5.0,2,1.0,5,0,2,2342.59,1995,28111.13,yes
27,no,nan,315.51,17.0,3,nan,1,835,3.0,male,,3,1,research scientist,2,nan,,6625.67,0,,,16,3.0,4,full time,1,6.0,3,2.0,5,1,1,,1996,30580.0,yes
56,no,travel_rarely,290.04,8.0,3,life sciences,1,836,3.0,female,36.25,3,1,research scientist,1,divorced,2342.59,6090.75,4,,,18,3.0,3,part time,1,,3,,2,2,2,2342.59,1967,28111.13,yes
38,no,travel_rarely,290.04,9.0,2,nan,1,837,3.0,female,,3,1,laboratory technician,4,single,,6090.75,1,,,12,,3,part time,0,,3,,2,2,1,,1985,28111.13,yes
31,no,travel_rarely,405.37,12.0,1,medical,1,838,3.0,female,,3,1,research scientist,4,nan,3274.17,8512.83,8,,,23,4.0,3,full time,1,7.0,0,3.0,4,0,2,3274.17,1992,39290.0,yes
34,no,travel_rarely,290.04,27.0,2,medical,1,839,4.0,female,,3,1,research scientist,2,nan,2342.59,6090.75,2,,no,15,3.0,4,nan,0,9.0,3,3.0,3,1,2,2342.59,1989,,yes
50,no,nan,290.04,1.0,3,nan,1,840,3.0,male,,2,1,laboratory technician,3,nan,2342.59,6090.75,2,,,15,3.0,4,part time,1,,2,2.0,3,0,2,2342.59,1973,28111.13,no
53,no,nan,556.26,13.0,2,nan,1,841,4.0,female,,4,2,manufacturing director,1,divorced,4492.84,11681.39,1,,no,11,3.0,3,nan,2,5.0,3,3.0,4,1,3,4492.84,1970,,no
35,no,travel_frequently,456.55,,3,medical,1,842,2.0,female,,3,2,laboratory technician,2,single,3687.5,9587.5,5,,,11,3.0,4,part time,0,,5,3.0,6,1,2,3687.5,1988,44250.0,yes
27,no,travel_frequently,556.26,1.0,1,nan,1,843,3.0,male,,2,2,manufacturing director,1,married,4492.84,11681.39,5,,,19,3.0,3,part time,1,,1,3.0,2,2,0,4492.84,1996,53914.11,no
40,no,nan,556.26,,2,nan,1,844,3.0,male,69.53,3,2,laboratory technician,4,married,4492.84,11681.39,8,,,15,3.0,3,part time,1,,2,4.0,7,3,7,4492.84,1983,53914.11,yes
22,no,nan,240.19,,3,life sciences,1,845,,male,,4,1,research scientist,2,nan,1940.0,5044.0,1,,,16,3.0,1,part time,1,4.0,2,2.0,4,2,2,1940.0,2001,23280.0,no
40,no,nan,556.26,,5,life sciences,1,846,4.0,male,69.53,2,2,healthcare representative,4,nan,4492.84,11681.39,9,,no,14,3.0,4,part time,1,5.0,5,1.0,3,0,2,4492.84,1983,53914.11,yes
46,no,nan,1032.49,1.0,4,nan,1,847,4.0,male,,3,3,healthcare representative,1,nan,8339.32,21682.23,7,,no,16,3.0,3,nan,1,17.0,3,3.0,4,0,3,8339.32,1977,,yes
30,yes,nan,274.13,3.0,3,technical degree,1,848,4.0,female,,3,1,research scientist,1,nan,2214.17,5756.83,5,,yes,11,3.0,3,nan,0,8.0,5,3.0,5,0,4,2214.17,1993,,yes
29,yes,nan,290.04,1.0,3,nan,1,849,3.0,male,,3,1,research scientist,3,single,2342.59,6090.75,0,,,14,3.0,4,part time,0,,1,2.0,6,1,5,2342.59,1994,28111.13,no
54,no,nan,612.86,3.0,3,nan,1,850,4.0,female,76.61,3,2,sales executive,1,married,,12870.0,2,,,14,3.0,4,full time,1,16.0,4,3.0,6,0,5,,1969,59400.0,no
33,no,travel_rarely,270.52,4.0,4,nan,1,851,3.0,female,33.82,2,1,research scientist,2,married,2185.0,5681.0,6,,,21,4.0,4,part time,0,,3,3.0,3,1,1,2185.0,1990,26220.0,yes
52,no,travel_rarely,331.4,2.0,3,nan,1,852,3.0,female,41.42,2,1,laboratory technician,4,single,2676.67,6959.33,7,,,15,3.0,2,full time,0,,3,2.0,2,2,2,2676.67,1971,32120.0,yes
59,no,travel_rarely,290.04,6.0,2,medical,1,853,2.0,male,,3,1,human resources,3,married,2342.59,6090.75,8,,,17,3.0,4,part time,0,,2,2.0,2,2,2,2342.59,1964,28111.13,no
32,yes,nan,290.04,1.0,3,nan,1,854,4.0,male,,2,1,laboratory technician,3,single,2342.59,6090.75,0,,,14,3.0,4,nan,0,4.0,2,1.0,3,1,2,2342.59,1991,,yes
39,no,nan,290.04,,4,medical,1,855,,female,36.25,3,1,laboratory technician,3,divorced,2342.59,6090.75,7,,no,14,3.0,3,part time,3,7.0,1,3.0,3,1,2,2342.59,1984,28111.13,no
32,no,non-travel,556.26,26.0,4,marketing,1,856,3.0,male,69.53,3,2,sales executive,4,nan,4492.84,11681.39,0,,no,18,3.0,1,part time,0,4.0,2,3.0,3,2,2,4492.84,1991,53914.11,yes
31,no,nan,1032.49,3.0,4,medical,1,857,2.0,male,,3,3,research director,3,divorced,8339.32,21682.23,9,,no,12,3.0,1,part time,1,,3,3.0,2,2,2,8339.32,1992,100071.84,yes
33,no,travel_rarely,300.34,5.0,4,life sciences,1,858,3.0,female,,2,1,research scientist,4,married,2425.83,6307.17,1,,,13,3.0,3,full time,1,2.0,2,2.0,2,0,2,2425.83,1990,29110.0,yes
45,no,nan,556.26,,4,life sciences,1,859,1.0,male,,4,2,manufacturing director,3,nan,4492.84,11681.39,4,,,17,3.0,4,nan,1,9.0,1,3.0,3,0,2,4492.84,1978,,yes
42,no,nan,556.26,17.0,2,nan,1,860,4.0,female,69.53,4,2,research scientist,1,single,,11681.39,3,,yes,13,3.0,3,part time,0,,1,3.0,3,0,2,,1981,53914.11,yes
29,no,nan,715.1,,2,marketing,1,861,4.0,male,89.39,3,2,sales executive,4,divorced,,15017.17,2,,no,14,3.0,4,full time,1,,2,3.0,3,0,2,,1994,69310.0,no
25,no,travel_rarely,556.26,1.0,3,nan,1,862,1.0,female,,3,2,manufacturing director,3,married,4492.84,11681.39,0,,no,12,3.0,4,nan,2,5.0,3,3.0,4,1,2,4492.84,1998,53914.11,no
32,no,nan,224.51,2.0,1,nan,1,863,4.0,male,,2,2,laboratory technician,1,nan,1813.33,4714.67,4,,no,13,3.0,4,part time,0,9.0,5,3.0,6,0,4,1813.33,1991,21760.0,no
28,no,travel_rarely,290.04,9.0,3,nan,1,864,4.0,male,,3,1,research scientist,4,married,,6090.75,1,,no,23,4.0,4,nan,1,,3,,5,0,4,,1995,28111.13,yes
21,no,travel_rarely,333.25,3.0,2,nan,1,865,4.0,male,,2,1,research scientist,3,single,,6998.33,1,,no,17,3.0,1,full time,0,,4,4.0,3,1,0,,2002,32300.0,no
37,no,non-travel,1032.49,1.0,4,medical,1,866,1.0,female,129.06,3,3,research director,4,divorced,8339.32,21682.23,2,,yes,18,3.0,1,part time,2,,2,3.0,5,0,2,8339.32,1986,100071.84,no
38,no,travel_rarely,556.26,23.0,4,life sciences,1,867,4.0,male,,3,2,healthcare representative,4,nan,4492.84,11681.39,9,,,14,3.0,2,part time,1,,2,3.0,2,1,2,4492.84,1985,53914.11,no
26,yes,travel_rarely,290.04,16.0,4,medical,1,868,1.0,male,,3,1,laboratory technician,2,divorced,2342.59,6090.75,2,,yes,13,3.0,4,part time,1,,2,3.0,3,0,2,2342.59,1997,28111.13,no
49,no,nan,1925.75,10.0,4,life sciences,1,869,3.0,female,240.72,3,5,research director,1,single,15554.17,40440.83,9,,yes,11,3.0,4,full time,0,,4,3.0,3,1,2,15554.17,1974,186650.0,yes
31,no,travel_frequently,287.75,5.0,3,nan,1,870,4.0,female,,3,1,sales representative,2,divorced,,6042.83,1,,,11,3.0,3,part time,1,2.0,5,2.0,2,2,2,,1992,27890.0,yes
37,no,travel_frequently,290.04,9.0,3,medical,1,871,2.0,male,,3,1,research scientist,4,married,2342.59,6090.75,1,,,12,3.0,3,part time,3,,3,2.0,4,1,2,2342.59,1986,28111.13,no
31,no,travel_rarely,290.04,,4,nan,1,872,,male,,3,1,research scientist,4,marreid,2342.59,6090.75,0,,,12,3.0,3,part time,1,,4,3.0,5,0,3,2342.59,1992,28111.13,yes
31,no,travel_rarely,661.35,2.0,3,human resources,1,873,1.0,male,82.67,2,2,human resources,1,nan,5341.67,13888.33,3,,no,12,3.0,4,full time,0,,1,3.0,2,1,0,5341.67,1992,64100.0,no
31,no,nan,290.04,2.0,4,nan,1,874,3.0,male,36.25,3,1,research scientist,4,nan,2342.59,6090.75,0,,,18,3.0,2,part time,1,3.0,2,1.0,2,2,2,2342.59,1992,28111.13,yes
52,yes,nan,509.79,,4,medical,1,875,,male,,2,2,research scientist,2,nan,4117.5,10705.5,2,,no,15,,1,part time,0,11.0,3,2.0,8,7,7,4117.5,1971,49410.0,no
28,yes,nan,290.04,2.0,4,medical,1,876,1.0,male,,1,1,research scientist,4,married,2342.59,6090.75,5,,yes,13,3.0,4,nan,0,,4,2.0,3,2,2,2342.59,1995,,yes
47,no,travel_rarely,1973.98,5.0,5,nan,1,877,4.0,male,246.75,3,5,research director,3,married,,41453.67,4,,,11,3.0,2,full time,1,21.0,2,3.0,3,1,1,,1976,191324.62,no
29,no,nan,410.94,9.0,5,other,1,878,2.0,male,,2,1,laboratory technician,4,nan,3319.17,8629.83,0,,no,17,3.0,3,full time,0,4.0,2,,3,2,2,3319.17,1994,39830.0,yes
37,no,nan,654.85,5.0,2,medical,1,879,4.0,male,,3,2,manufacturing director,4,nan,5289.17,13751.83,7,,no,16,3.0,3,nan,2,8.0,2,2.0,6,0,4,5289.17,1986,,yes
23,no,nan,299.62,26.0,1,nan,1,880,3.0,male,,3,1,research scientist,4,nan,2420.0,6292.0,1,,,12,3.0,3,full time,2,,2,2.0,4,0,2,2420.0,2000,29040.0,no
42,no,travel_rarely,278.16,2.0,1,nan,1,881,3.0,male,,3,1,human resources,3,divorced,2246.67,5841.33,0,,yes,11,3.0,3,nan,1,4.0,5,3.0,3,1,0,2246.67,1981,,no
30,no,nan,556.26,25.0,2,nan,1,882,4.0,female,,3,2,sales executive,3,nan,4492.84,11681.39,7,,,12,3.0,2,nan,1,4.0,2,4.0,2,2,2,4492.84,1993,,no
21,yes,nan,224.3,,1,nan,1,883,1.0,female,28.04,2,1,sales representative,2,single,,4710.33,1,,,11,3.0,3,part time,0,3.0,3,3.0,3,1,2,,2002,21740.0,yes
57,no,travel_rarely,696.94,1.0,4,medical,1,884,4.0,male,,3,2,healthcare representative,3,nan,5629.17,14635.83,2,,no,11,3.0,3,nan,0,,2,3.0,3,1,2,5629.17,1966,,yes
21,no,nan,290.04,9.0,2,nan,1,885,1.0,male,,3,1,sales representative,4,single,2342.59,6090.75,1,,,24,4.0,3,nan,0,3.0,3,2.0,3,2,2,2342.59,2002,28111.13,yes
31,no,travel_rarely,274.13,9.0,4,life sciences,1,886,3.0,male,34.27,2,1,research scientist,2,nan,2214.17,5756.83,0,,,16,3.0,4,part time,0,3.0,5,3.0,2,2,2,2214.17,1992,26570.0,yes
29,no,nan,290.04,,3,nan,1,887,,male,36.25,3,1,research scientist,4,nan,2342.59,6090.75,9,,no,16,,4,part time,0,6.0,4,3.0,3,1,2,2342.59,1994,28111.13,no
27,no,travel_rarely,290.04,1.0,2,nan,1,888,4.0,male,,3,1,laboratory technician,2,nan,2342.59,6090.75,1,,no,11,3.0,2,part time,1,5.0,2,3.0,5,0,4,2342.59,1996,28111.13,yes
49,no,travel_rarely,1131.31,7.0,3,other,1,889,2.0,male,141.41,2,3,healthcare representative,3,single,9137.5,23757.5,8,,no,24,4.0,3,full time,0,,2,3.0,5,0,0,9137.5,1974,109650.0,yes
36,no,travel_rarely,262.37,2.0,3,nan,1,890,4.0,female,32.8,3,1,research scientist,3,married,,5509.83,4,,no,13,3.0,2,part time,1,,3,3.0,2,2,2,,1987,25430.0,yes
34,yes,non-travel,547.24,19.0,3,marketing,1,891,1.0,male,68.4,4,2,sales executive,4,nan,4420.0,11492.0,8,,yes,13,3.0,2,part time,0,,3,2.0,5,0,4,4420.0,1989,53040.0,yes
24,no,nan,556.26,10.0,4,marketing,1,892,4.0,female,,3,2,sales executive,3,divorced,4492.84,11681.39,1,,yes,12,3.0,4,part time,1,,2,4.0,5,0,3,4492.84,1999,53914.11,yes
42,no,nan,290.04,1.0,4,nan,1,893,2.0,female,,3,1,laboratory technician,1,nan,,6090.75,3,,no,16,3.0,2,part time,1,8.0,5,3.0,5,1,2,,1981,28111.13,yes
54,no,nan,2002.21,5.0,2,medical,1,894,1.0,male,,3,5,research director,1,married,16171.67,42046.33,4,,,11,3.0,3,full time,1,24.0,4,2.0,4,1,2,16171.67,1969,194060.0,no
34,no,nan,674.56,4.0,4,nan,1,895,3.0,female,84.32,3,2,sales executive,3,married,5448.33,14165.67,9,,no,15,3.0,1,full time,1,,3,3.0,3,1,2,5448.33,1989,65380.0,yes
43,no,nan,232.97,21.0,3,nan,1,896,4.0,male,,3,1,laboratory technician,4,nan,1881.67,4892.33,7,,,20,4.0,1,nan,1,,1,3.0,3,1,2,1881.67,1980,,yes
43,no,travel_rarely,556.26,8.0,4,other,1,897,3.0,female,,3,2,healthcare representative,3,nan,4492.84,11681.39,4,,yes,14,3.0,4,part time,0,,3,3.0,5,0,2,4492.84,1980,53914.11,yes
31,no,travel_rarely,228.84,1.0,2,nan,1,898,4.0,male,,2,1,laboratory technician,1,married,,4805.67,1,,no,12,3.0,3,part time,1,4.0,3,,4,3,2,,1992,22180.0,no
25,yes,travel_rarely,290.04,3.0,3,medical,1,899,1.0,male,,3,1,laboratory technician,1,married,2342.59,6090.75,5,,no,13,3.0,3,part time,1,6.0,5,,2,0,2,2342.59,1998,28111.13,yes
45,no,nan,273.83,10.0,2,life sciences,1,900,1.0,male,,3,1,research scientist,4,married,2211.67,5750.33,3,,no,21,,4,part time,2,8.0,3,2.0,2,0,2,2211.67,1978,26540.0,yes
52,no,travel_rarely,1582.77,4.0,2,life sciences,1,901,4.0,female,,3,4,manager,4,married,12783.92,33238.2,2,,no,13,3.0,4,full time,0,31.0,2,1.0,5,1,4,12783.92,1971,153407.07,no
34,yes,travel_frequently,290.04,6.0,2,nan,1,902,4.0,female,,1,1,sales representative,3,nan,,6090.75,0,,no,16,3.0,4,part time,1,3.0,3,2.0,2,1,0,,1989,28111.13,yes
26,no,travel_rarely,290.04,23.0,3,life sciences,1,903,1.0,female,,3,1,research scientist,4,divorced,2342.59,6090.75,1,,no,22,4.0,2,part time,2,,3,1.0,3,0,2,2342.59,1997,28111.13,yes
29,no,nan,1231.39,3.0,4,nan,1,904,2.0,male,153.92,2,3,research director,3,nan,9945.83,25859.17,1,,no,18,3.0,3,full time,0,,2,3.0,10,0,7,9945.83,1994,119350.0,yes
29,yes,nan,262.68,25.0,5,technical degree,1,905,3.0,female,,2,1,research scientist,2,married,,5516.33,5,,no,16,3.0,2,part time,0,6.0,2,4.0,2,1,1,,1994,25460.0,no
46,no,nan,1842.8,2.0,3,life sciences,1,906,1.0,male,,3,4,research director,3,married,,38698.83,6,,no,13,3.0,3,full time,0,,2,1.0,3,0,1,,1977,178610.0,no
46,no,nan,1032.49,10.0,3,marketing,1,907,3.0,female,,2,3,sales executive,4,nan,8339.32,21682.23,2,,,19,3.0,3,nan,1,15.0,3,3.0,3,1,2,8339.32,1977,,no
30,no,travel_rarely,290.04,7.0,1,marketing,1,908,4.0,male,,3,1,sales representative,2,single,,6090.75,0,,,14,3.0,1,part time,0,,3,3.0,3,1,2,,1993,28111.13,yes
34,yes,travel_frequently,1032.49,23.0,3,nan,1,909,2.0,female,129.06,3,3,human resources,1,divorced,,21682.23,9,,yes,15,3.0,3,part time,3,,2,3.0,3,0,2,,1989,100071.84,no
42,no,nan,290.04,5.0,2,other,1,910,2.0,male,36.25,3,1,laboratory technician,3,married,2342.59,6090.75,4,,no,17,3.0,4,part time,1,,4,,2,2,0,2342.59,1981,28111.13,yes
22,yes,nan,401.76,,1,technical degree,1,911,3.0,male,50.22,2,1,laboratory technician,3,single,3245.0,8437.0,5,,no,16,3.0,3,full time,0,4.0,3,3.0,2,1,2,3245.0,2001,38940.0,yes
29,no,travel_rarely,439.73,19.0,3,technical degree,1,912,4.0,male,,3,2,manufacturing director,4,divorced,,9234.33,4,,no,12,3.0,2,part time,2,8.0,2,4.0,3,1,2,,1994,42620.0,yes
46,no,travel_frequently,1086.12,18.0,1,medical,1,913,1.0,female,,3,3,healthcare representative,3,married,,22808.5,5,,no,11,3.0,4,nan,0,,3,2.0,2,1,2,,1977,105270.0,yes
32,yes,nan,556.26,11.0,4,other,1,914,4.0,male,,4,2,sales executive,3,nan,,11681.39,8,,,12,3.0,4,part time,0,,2,3.0,4,1,2,,1991,53914.11,yes
24,no,nan,247.62,24.0,3,medical,1,915,4.0,male,,3,1,sales representative,4,nan,2000.0,5200.0,0,,no,13,3.0,3,nan,2,3.0,3,3.0,2,2,1,2000.0,1999,,no
35,no,travel_rarely,379.79,25.0,2,nan,1,916,1.0,male,,2,2,laboratory technician,4,single,,7975.5,4,,no,14,3.0,4,part time,0,,3,3.0,3,0,2,,1988,36810.0,no
42,no,nan,556.26,2.0,4,life sciences,1,917,3.0,female,,3,2,healthcare representative,4,married,4492.84,11681.39,1,,no,13,3.0,2,part time,2,10.0,4,3.0,10,2,2,4492.84,1981,53914.11,yes
48,no,travel_rarely,1582.77,1.0,4,nan,1,918,4.0,female,197.85,2,4,manager,1,married,,33238.2,7,,no,11,3.0,1,full time,1,21.0,3,1.0,3,0,2,,1975,153407.07,yes
44,no,travel_rarely,556.26,1.0,4,nan,1,919,1.0,female,,2,2,human resources,3,nan,4492.84,11681.39,4,,no,11,,2,part time,0,10.0,1,4.0,2,0,2,4492.84,1979,53914.11,yes
34,no,nan,290.04,14.0,3,nan,1,920,3.0,female,36.25,3,1,sales representative,3,nan,2342.59,6090.75,1,,yes,18,3.0,4,part time,2,8.0,3,3.0,8,0,6,2342.59,1989,28111.13,yes
21,no,nan,355.64,22.0,1,technical degree,1,921,3.0,male,,3,1,sales representative,3,nan,2872.5,7468.5,1,,,11,,3,full time,0,,2,3.0,3,1,2,2872.5,2002,34470.0,yes
44,no,travel_rarely,2013.25,3.0,4,nan,1,922,4.0,male,,3,5,manager,4,nan,16260.83,42278.17,4,,,12,3.0,1,nan,1,26.0,2,4.0,2,0,1,16260.83,1979,,yes
22,no,travel_rarely,290.04,6.0,1,medical,1,923,1.0,male,,3,1,research scientist,3,married,2342.59,6090.75,0,,,20,4.0,4,part time,0,,3,3.0,2,2,2,2342.59,2001,28111.13,yes
26,no,travel_rarely,274.34,6.0,3,nan,1,924,3.0,female,,3,1,laboratory technician,4,nan,2215.83,5761.17,1,,yes,13,,3,nan,1,,2,3.0,3,0,2,2215.83,1997,,no
36,no,nan,912.79,9.0,2,medical,1,925,2.0,male,,2,2,manufacturing director,2,nan,7372.5,19168.5,2,,yes,11,3.0,3,full time,1,13.0,2,3.0,3,0,2,7372.5,1987,88470.0,yes
27,no,nan,210.99,3.0,4,medical,1,926,1.0,male,26.37,2,1,research scientist,4,single,,4430.83,0,,,13,3.0,4,part time,0,5.0,0,3.0,4,1,1,,1996,20450.0,yes
23,no,travel_rarely,290.04,4.0,3,nan,1,927,1.0,male,,4,1,research scientist,1,nan,2342.59,6090.75,2,,,16,3.0,1,part time,1,5.0,3,4.0,3,0,2,2342.59,2000,28111.13,no
25,no,nan,500.5,8.0,3,life sciences,1,928,4.0,male,,4,2,sales executive,2,nan,4042.5,10510.5,0,,no,22,4.0,3,part time,1,4.0,4,3.0,3,1,2,4042.5,1998,48510.0,no
48,no,nan,837.78,,1,nan,1,929,,male,104.72,4,2,sales executive,2,marreid,,17593.33,3,,,12,3.0,4,full time,0,,3,3.0,2,2,2,,1975,81200.0,yes
24,yes,travel_rarely,472.23,3.0,2,life sciences,1,930,1.0,female,59.03,3,2,sales executive,3,single,3814.17,9916.83,9,,no,14,3.0,1,part time,0,,3,3.0,2,2,0,3814.17,1999,45770.0,yes
60,no,travel_rarely,557.66,16.0,4,nan,1,931,1.0,male,,3,2,sales executive,1,single,,11710.83,8,,no,14,3.0,4,full time,0,10.0,1,3.0,2,2,2,,1963,54050.0,no
50,no,nan,290.04,8.0,4,marketing,1,932,4.0,male,36.25,3,1,sales representative,2,married,2342.59,6090.75,7,,no,15,3.0,4,part time,1,4.0,2,3.0,2,2,2,2342.59,1973,28111.13,yes
44,no,non-travel,382.57,24.0,3,nan,1,933,1.0,male,47.82,1,1,laboratory technician,3,single,,8034.0,2,,,14,3.0,3,full time,0,9.0,5,3.0,5,1,4,,1979,37080.0,no
47,no,travel_frequently,1420.71,3.0,3,nan,1,934,4.0,female,,3,4,sales executive,3,divorced,11475.0,29835.0,9,,yes,12,3.0,4,full time,2,28.0,2,2.0,22,11,13,11475.0,1976,137700.0,yes
42,yes,nan,290.04,19.0,3,nan,1,935,3.0,male,,4,1,research scientist,3,divorced,2342.59,6090.75,6,,,12,3.0,4,part time,0,,2,3.0,2,2,2,2342.59,1981,28111.13,yes
43,no,travel_frequently,556.26,15.0,3,life sciences,1,936,4.0,male,,2,2,sales executive,4,married,4492.84,11681.39,3,,,18,,3,part time,1,7.0,5,3.0,2,2,2,4492.84,1980,53914.11,yes
